学期id,新学期课程序号,课程代码,课程名称,课程教师,平均分,最高分,最低分,预测人数,实际人数,90-100比例,80-89.9比例,70-79.9比例,60-69.9比例,0-59.9比例
561,0628	,b1020035,大学化学,周玉林,66,88,39,40,39,0%,2.6%,10.3%,7.7%,79.5%
561,0628	,b1020035,大学化学,周玉林,69.7,91,45,39,38,0%,7.9%,7.9%,31.6%,52.6%
561,0628	,b1020035,大学化学,周玉林,71.4,91,34,40,40,0%,10%,20%,17.5%,52.5%
561,0628	,b1020035,大学化学,周玉林,72,93,52,40,39,0%,7.7%,20.5%,23.1%,48.7%
622,0282	,b2041002,3D MAX,梁超,78.8,92,61,20,20,5%,45%,25%,25%,0%
622,0630	,b1020035,大学化学,乔炜,70.1,89,45,40,39,0%,10.3%,12.8%,25.6%,51.3%
622,0630	,b1020035,大学化学,乔炜,69.2,89,45,41,41,0%,2.4%,19.5%,31.7%,46.3%
622,0630	,b1020035,大学化学,乔炜,68.8,88,49,40,39,0%,12.8%,12.8%,20.5%,53.8%
622,0630	,b1020035,大学化学,乔炜,69.9,95,41,42,39,5.1%,5.1%,20.5%,25.6%,43.6%
602,0630	,b1020035,大学化学,乔炜,69.7,88,53,42,42,0%,9.5%,14.3%,21.4%,54.8%
602,0630	,b1020035,大学化学,乔炜,68.5,88,47,41,41,0%,2.4%,14.6%,24.4%,58.5%
602,0630	,b1020035,大学化学,乔炜,70.1,88,51,40,40,0%,5%,15%,30%,50%
602,0630	,b1020035,大学化学,乔炜,71.3,89,48,40,40,0%,7.5%,22.5%,25%,45%
602,0630	,b1020035,大学化学,乔炜,70.5,93,44,41,41,2.4%,9.8%,12.2%,31.7%,43.9%
562,0630	,b1020035,大学化学,乔炜,67.4,91,40,41,41,0%,2.4%,12.2%,22%,63.4%
562,0630	,b1020035,大学化学,乔炜,65.7,91,44,40,40,0%,5%,7.5%,12.5%,75%
562,0630	,b1020035,大学化学,乔炜,68.2,88,50,40,40,0%,2.5%,12.5%,15%,70%
562,0630	,b1020035,大学化学,乔炜,66.6,91,41,41,41,0%,7.3%,4.9%,22%,65.9%
562,0630	,b1020035,大学化学,乔炜,68.5,92,42,40,39,0%,7.7%,17.9%,20.5%,53.8%
561,0630	,b1020035,大学化学,乔炜,68.7,92,48,40,40,2.5%,10%,15%,15%,57.5%
561,0630	,b1020035,大学化学,乔炜,68.7,88,47,40,39,0%,5.1%,28.2%,17.9%,48.7%
622,0295	,b2041022,编排设计,戴芳,81.5,91,69,21,21,9.5%,57.1%,28.6%,4.8%,0%
622,0299	,b2041031,产品测绘与结构设计,沈杰,81.6,92,52,21,21,23.8%,61.9%,0%,4.8%,9.5%
622,0304	,b2041040,产品设计工程学,刘哲,84.6,95,68,21,21,14.3%,52.4%,28.6%,4.8%,0%
622,0312	,b2041056,非线性编辑,严波,84.2,96,71,20,20,25%,50%,25%,0%,0%
622,0253	,b1020035,大学化学,朱剑明,71.9,94,47,41,41,2.4%,0%,24.4%,26.8%,46.3%
622,0253	,b1020035,大学化学,朱剑明,68.4,89,48,41,38,0%,5.3%,7.9%,28.9%,57.9%
622,0253	,b1020035,大学化学,朱剑明,68.8,92,49,42,42,0%,7.1%,11.9%,14.3%,66.7%
622,0253	,b1020035,大学化学,朱剑明,65.5,83,34,40,40,0%,0%,10%,25%,65%
622,0318	,b2041070,家具设计,孙新平,82.2,93,69,21,21,9.5%,61.9%,23.8%,4.8%,0%
622,0323	,b2041073,建筑与室内设计史,王渝柯,84.7,96,60,21,21,28.6%,57.1%,9.5%,0%,4.8%
622,0326	,b2041078,角色造型设计,闫星,83.7,90,70,20,20,15%,70%,10%,0%,5%
622,0330	,b2041088,人机工程学,易莉,83.1,91,72,21,21,9.5%,76.2%,14.3%,0%,0%
622,0331	,b2041090,人体工程学,沈娅,83,92,70,21,21,14.3%,61.9%,23.8%,0%,0%
622,0335	,b2041095,设计创意思维与快速表达,刘哲,80.1,94,66,21,21,14.3%,23.8%,42.9%,19%,0%
622,0787	,b2041101,设计构成(B),张桂宜,79.2,95,60,22,22,9.1%,45.5%,22.7%,9.1%,13.6%
562,0787	,b2041101,设计构成(B),张桂宜,78.5,93,63,22,22,9.1%,45.5%,22.7%,22.7%,0%
622,1112	,b2012084,数据结构与算法,施红,62.9,91,32,90,88,0%,8%,4.5%,15.9%,71.6%
562,1112	,b2012084,数据结构与算法,施红,63.5,95,36,65,64,3.1%,4.7%,15.6%,10.9%,65.6%
562,1112	,b2012084,数据结构与算法,施红,67.7,93,35,73,73,2.7%,11%,19.2%,17.8%,49.3%
622,1114	,b2012084,数据结构与算法,杨雯静,61.8,94,25,92,92,1.1%,7.6%,15.2%,9.8%,66.3%
562,1114	,b2012084,数据结构与算法,杨雯静,63.4,95,33,48,47,6.4%,10.6%,4.3%,19.1%,59.6%
562,1114	,b2012084,数据结构与算法,杨雯静,55.4,91,23,52,52,0%,1.9%,7.7%,21.2%,69.2%
622,1115	,b2012085,数据可视化,王帅,71.8,91,60,36,35,5.7%,17.1%,31.4%,45.7%,0%
602,1115	,b2012085,数据可视化,王帅,77.5,91,60,33,33,27.3%,27.3%,15.2%,30.3%,0%
622,1117	,b2012092,数据挖掘技术,陈方疏,79.9,99,10,85,84,32.1%,22.6%,10.7%,7.1%,27.4%
622,1898	,b1070017,男毽球-1,张伟,73.1,95,0,34,34,8.8%,47.1%,29.4%,5.9%,8.8%
622,1898	,b1070017,男毽球-1,张伟,69.7,95,0,35,35,5.7%,2.9%,62.9%,20%,8.6%
622,1898	,b1070017,男毽球-1,张伟,76.5,95,61,34,34,2.9%,29.4%,58.8%,8.8%,0%
562,1898	,b1070017,男毽球-1,张伟,82.4,95,72,37,34,8.8%,55.9%,35.3%,0%,0%
622,0831	,b2012099,数字电子技术,石磊,70.6,91,36,58,58,1.7%,20.7%,17.2%,32.8%,27.6%
622,0831	,b2012099,数字电子技术,石磊,62.5,80,43,13,10,0%,10%,0%,20%,70%
622,0831	,b2012099,数字电子技术,石磊,82.3,87,77,4,3,33.3%,66.7%,0%,0%,0%
602,0831	,b2012099,数字电子技术,石磊,70.1,90,35,81,81,1.2%,16%,25.9%,19.8%,37%
602,0831	,b2012099,数字电子技术,石磊,64.9,93,31,44,43,4.7%,7%,18.6%,16.3%,53.5%
602,0831	,b2012099,数字电子技术,石磊,71.8,91,37,74,71,8.5%,14.1%,23.9%,22.5%,31%
562,0831	,b2012099,数字电子技术,石磊,59.4,90,25,55,53,0%,5.7%,5.7%,22.6%,66%
562,0831	,b2012099,数字电子技术,石磊,51.7,81,26,52,51,0%,0%,5.9%,9.8%,84.3%
562,0831	,b2012099,数字电子技术,石磊,70.3,74,63,19,17,0%,0%,41.2%,58.8%,0%
561,0831	,b2012099,数字电子技术,石磊,71.8,97,23,96,94,17%,20.2%,20.2%,11.7%,30.9%
622,1123	,b2012101,数字图像处理,孙秋冬,75.9,95,38,47,47,8.5%,36.2%,31.9%,12.8%,10.6%
562,1123	,b2012101,数字图像处理,孙秋冬,80,98,64,26,26,15.4%,34.6%,38.5%,11.5%,0%
622,1126	,b2012110,统计软件的应用与开发,周汉平,70.7,98,36,36,35,11.4%,14.3%,17.1%,45.7%,11.4%
562,1126	,b2012110,统计软件的应用与开发,周汉平,73.4,97,60,33,33,21.2%,3%,24.2%,51.5%,0%
622,1127	,b2012112,网络安全,胡小明,65.4,96,22,79,79,3.8%,5.1%,11.4%,20.3%,59.5%
602,1127	,b2012112,网络安全,胡小明,78.2,83,67,4,4,0%,75%,0%,25%,0%
562,1127	,b2012112,网络安全,胡小明,72.5,94,28,55,54,7.4%,18.5%,25.9%,22.2%,25.9%
622,1129	,b2012114,网络存储与虚拟化技术,王见,79.6,91,61,53,52,7.7%,48.1%,44.2%,0%,0%
622,1131	,b2012117,网络管理,马闯,76,91,54,34,34,0%,26.5%,17.6%,29.4%,26.5%
562,1131	,b2012117,网络管理,马闯,72.8,89,45,37,37,0%,13.5%,27%,40.5%,18.9%
622,1899	,b1070019,男篮-1,左坤,83.3,96,66,36,35,31.4%,42.9%,22.9%,2.9%,0%
622,1899	,b1070019,男篮-1,左坤,75.5,95,0,36,36,22.2%,38.9%,30.6%,0%,8.3%
622,1899	,b1070019,男篮-1,左坤,81.2,95,0,36,36,47.2%,30.6%,13.9%,2.8%,5.6%
622,1899	,b1070019,男篮-1,左坤,83.9,96,70,37,37,21.6%,54.1%,24.3%,0%,0%
622,1899	,b1070019,男篮-1,左坤,78.4,93,0,37,37,10.8%,62.2%,21.6%,0%,5.4%
622,1899	,b1070019,男篮-1,左坤,79.6,92,0,36,36,8.3%,61.1%,25%,2.8%,2.8%
562,1899	,b1070019,男篮-1,左坤,84.9,96,74,41,41,24.4%,61%,14.6%,0%,0%
562,1899	,b1070019,男篮-1,左坤,85,95,73,41,41,34.1%,51.2%,14.6%,0%,0%
562,1899	,b1070019,男篮-1,左坤,78.4,92,0,41,41,9.8%,56.1%,24.4%,7.3%,2.4%
562,1899	,b1070019,男篮-1,左坤,83.7,95,70,41,40,30%,42.5%,27.5%,0%,0%
622,1134	,b2012124,现代光交换原理,王炼栋,84.4,96,64,30,30,26.7%,46.7%,26.7%,0%,0%
562,1134	,b2012124,现代光交换原理,王炼栋,85.3,93,76,36,36,19.4%,63.9%,16.7%,0%,0%
622,1135	,b2012128,信号与系统,杨文博,75.5,91,60,30,30,10%,26.7%,20%,13.3%,30%
562,1135	,b2012128,信号与系统,杨文博,72.4,96,44,36,36,13.9%,16.7%,30.6%,22.2%,16.7%
622,1137	,b2012129,信号与系统,张华,67.2,100,0,43,43,18.6%,18.6%,9.3%,9.3%,44.2%
622,1137	,b2012129,信号与系统,张华,56.8,96,18,13,11,27.3%,0%,0%,18.2%,54.5%
562,1137	,b2012129,信号与系统,张华,64.6,97,0,93,92,10.9%,21.7%,10.9%,14.1%,42.4%
561,1137	,b2012129,信号与系统,张华,65.4,100,12,54,54,9.3%,18.5%,11.1%,16.7%,44.4%
561,1137	,b2012129,信号与系统,张华,62.2,88,16,35,34,0%,11.8%,14.7%,20.6%,52.9%
622,0626	,b2012129,信号与系统,龚玉梅,75,97,42,40,38,23.7%,23.7%,13.2%,21.1%,18.4%
562,0626	,b2012129,信号与系统,龚玉梅,68.5,93,18,39,37,10.8%,24.3%,13.5%,13.5%,37.8%
622,1138	,b2012130,信息光学,杨文博,77.5,93,61,30,30,10%,33.3%,23.3%,26.7%,6.7%
562,1138	,b2012130,信息光学,杨文博,78,92,60,36,36,13.9%,38.9%,27.8%,11.1%,8.3%
622,0627	,b2012131,信息论基础,郁海华,73,92,50,32,29,3.4%,17.2%,24.1%,24.1%,31%
602,0627	,b2012131,信息论基础,郁海华,69.2,80,45,10,10,0%,0%,40%,20%,40%
562,0627	,b2012131,信息论基础,郁海华,71.9,94,29,55,54,3.7%,18.5%,24.1%,22.2%,31.5%
622,1140	,b2012131,信息论基础,李蓓蓓,75.7,98,17,84,84,16.7%,28.6%,10.7%,22.6%,21.4%
562,1140	,b2012131,信息论基础,李蓓蓓,77.1,99,24,66,65,23.1%,21.5%,20%,10.8%,24.6%
622,1141	,b2012132,形态构成,张军利,85.8,92,75,51,51,9.8%,84.3%,5.9%,0%,0%
562,1141	,b2012132,形态构成,张军利,85.4,91,78,58,56,7.1%,76.8%,16.1%,0%,0%
622,1142	,b2012133,虚拟现实,吴嘉琪,76.7,90,64,56,56,3.6%,12.5%,73.2%,10.7%,0%
562,1142	,b2012133,虚拟现实,吴嘉琪,78,90,71,56,56,5.4%,8.9%,76.8%,8.9%,0%
622,1901	,b1070027,男乒-1,俞器良,79.3,93,64,36,36,13.9%,38.9%,36.1%,11.1%,0%
622,1901	,b1070027,男乒-1,俞器良,74,89,0,36,36,0%,36.1%,44.4%,13.9%,5.6%
622,1901	,b1070027,男乒-1,俞器良,68.9,88,0,36,36,0%,19.4%,50%,22.2%,8.3%
622,1145	,b2012144,游戏美工,郑磊,80.1,96,60,56,56,7.1%,28.6%,46.4%,17.9%,0%
562,1145	,b2012144,游戏美工,郑磊,81.9,92,63,51,51,5.9%,52.9%,25.5%,13.7%,2%
622,1179	,b2012231,数据结构与算法,王娜,63.4,97,32,71,71,4.2%,5.6%,14.1%,14.1%,62%
622,1184	,b2013006,材料表界面,赵雪伶,82,96,63,30,30,30%,23.3%,26.7%,16.7%,3.3%
562,1184	,b2013006,材料表界面,赵雪伶,72.8,91,61,20,20,5%,10%,20%,45%,20%
622,1223	,b2013084,现代环境法学,苏瑞景,90.6,98,84,14,14,64.3%,35.7%,0%,0%,0%
562,1223	,b2013084,现代环境法学,苏瑞景,82.2,95,67,27,27,22.2%,40.7%,37%,0%,0%
622,1945	,b1070031,男网-1,刘强,81.8,94,64,36,36,16.7%,38.9%,41.7%,2.8%,0%
622,1945	,b1070031,男网-1,刘强,80,95,69,36,36,13.9%,36.1%,47.2%,2.8%,0%
622,1247	,b2021057,日语会话III,朱倩,81.6,92,60,33,33,18.2%,39.4%,39.4%,3%,0%
562,1247	,b2021057,日语会话III,朱倩,82.3,94,61,39,39,15.4%,48.7%,28.2%,7.7%,0%
622,1248	,b2021058,日语外贸文书阅读与翻译,鲁峥,62.2,83,19,40,32,0%,0%,18.8%,31.2%,50%
622,1248	,b2021058,日语外贸文书阅读与翻译,鲁峥,72,82,61,5,5,0%,0%,60%,20%,20%
562,1248	,b2021058,日语外贸文书阅读与翻译,鲁峥,61.8,84,12,37,33,0%,3%,9.1%,45.5%,42.4%
622,1252	,b2021064,商务应用文写作,沈丽丽,74.5,93,50,40,32,6.2%,12.5%,40.6%,15.6%,25%
622,1252	,b2021064,商务应用文写作,沈丽丽,63.7,83,49,25,23,0%,13%,17.4%,30.4%,39.1%
622,1252	,b2021064,商务应用文写作,沈丽丽,60,60,60,1,1,0%,0%,0%,0%,100%
622,1253	,b2021065,笔译理论与实践II,徐菊,82.1,93,65,40,39,10.3%,41%,35.9%,10.3%,2.6%
622,1254	,b2021067,高级日语II,左文海,65.3,94,36,25,23,4.3%,0%,8.7%,47.8%,39.1%
562,1254	,b2021067,高级日语II,左文海,70.4,89,33,25,25,0%,20%,20%,24%,36%
622,1950	,b1070037,男羽-1,何春林,76.8,95,29,36,36,5.6%,38.9%,33.3%,19.4%,2.8%
622,1950	,b1070037,男羽-1,何春林,74.1,95,0,36,36,8.3%,30.6%,44.4%,11.1%,5.6%
622,1950	,b1070037,男羽-1,何春林,77,88,0,35,35,0%,48.6%,42.9%,5.7%,2.9%
562,1950	,b1070037,男羽-1,何春林,70.9,95,0,40,40,7.5%,30%,30%,22.5%,10%
562,1950	,b1070037,男羽-1,何春林,71.3,96,0,40,40,5%,27.5%,27.5%,35%,5%
622,1255	,b2021072,日语笔译实践II,"朱倩,马利中",74,89,66,25,23,0%,13%,43.5%,43.5%,0%
562,1255	,b2021072,日语笔译实践II,"朱倩,马利中",73.8,85,60,25,25,0%,16%,40%,40%,4%
622,1261	,b2022007,风险管理,余垠,73,80,60,33,33,0%,63.6%,27.3%,9.1%,0%
562,1261	,b2022007,风险管理,余垠,84.2,92,78,37,37,0%,45.9%,54.1%,0%,0%
622,1262	,b2022010,国民经济统计学,王瑞平,79.2,95,60,31,31,3.2%,38.7%,22.6%,19.4%,16.1%
562,1262	,b2022010,国民经济统计学,王瑞平,75.2,85,63,35,35,0%,0%,45.7%,42.9%,11.4%
622,1264	,b2022013,金融统计分析,李楠,89.5,99,77,33,33,48.5%,36.4%,15.2%,0%,0%
622,1265	,b2022018,数据挖掘,刘晓梅,84.3,98,60,33,33,18.2%,39.4%,30.3%,0%,12.1%
622,1267	,b2022026,应用多元统计分析,詹晓琳,52.4,81,6,34,34,0%,0%,5.9%,8.8%,85.3%
602,1267	,b2022026,应用多元统计分析,詹晓琳,73,73,73,1,1,0%,0%,0%,100%,0%
562,1267	,b2022026,应用多元统计分析,詹晓琳,72.6,91,28,37,37,0%,21.6%,18.9%,27%,32.4%
561,1267	,b2022026,应用多元统计分析,詹晓琳,64.3,96,24,38,38,2.6%,15.8%,13.2%,10.5%,57.9%
622,1268	,b2022027,应用回归分析,张宣昊,74.3,98,37,31,31,3.2%,22.6%,41.9%,19.4%,12.9%
562,1268	,b2022027,应用回归分析,张宣昊,80.7,96,51,35,35,20%,48.6%,20%,5.7%,5.7%
622,1269	,b2022029,运筹学,范静,68.5,96,23,31,31,12.9%,19.4%,16.1%,9.7%,41.9%
561,1269	,b2022029,运筹学,范静,75.4,96,35,34,34,17.6%,32.4%,20.6%,5.9%,23.5%
622,1289	,b2023003,传播学,钱培,83.9,94,62,30,27,14.8%,48.1%,29.6%,3.7%,3.7%
622,1289	,b2023003,传播学,钱培,82.3,92,65,32,31,12.9%,51.6%,9.7%,19.4%,6.5%
562,1289	,b2023003,传播学,钱培,80,93,63,29,29,10.3%,41.4%,20.7%,24.1%,3.4%
562,1289	,b2023003,传播学,钱培,80.1,94,64,33,32,3.1%,37.5%,34.4%,12.5%,12.5%
622,1291	,b2023007,公共关系心理学,朱小麟,76.3,94,55,38,37,5.4%,24.3%,10.8%,27%,32.4%
622,1291	,b2023007,公共关系心理学,朱小麟,75.4,94,49,25,23,4.3%,34.8%,17.4%,4.3%,39.1%
622,1291	,b2023007,公共关系心理学,朱小麟,72,72,72,1,1,0%,0%,0%,100%,0%
562,1291	,b2023007,公共关系心理学,朱小麟,78.9,95,56,31,31,12.9%,19.4%,25.8%,22.6%,19.4%
562,1291	,b2023007,公共关系心理学,朱小麟,79.7,94,60,33,32,12.5%,18.8%,40.6%,12.5%,15.6%
622,0070	,b2023013,公关礼仪,王路,83.8,88,74,30,27,11.1%,77.8%,11.1%,0%,0%
622,0070	,b2023013,公关礼仪,王路,86.9,93,80,48,47,42.6%,57.4%,0%,0%,0%
562,0070	,b2023013,公关礼仪,王路,87.1,98,79,40,37,37.8%,59.5%,2.7%,0%,0%
562,0070	,b2023013,公关礼仪,王路,84.6,98,60,38,37,10.8%,78.4%,8.1%,2.7%,0%
622,1293	,b2023020,人际沟通,钱培,85.3,91,77,37,33,12.1%,72.7%,15.2%,0%,0%
622,1293	,b2023020,人际沟通,钱培,85.6,92,79,41,41,17.1%,78%,4.9%,0%,0%
602,1293	,b2023020,人际沟通,钱培,65,65,65,1,1,0%,0%,0%,100%,0%
562,1293	,b2023020,人际沟通,钱培,82.3,91,56,36,35,8.6%,65.7%,20%,2.9%,2.9%
562,1293	,b2023020,人际沟通,钱培,85.5,91,80,40,38,15.8%,73.7%,10.5%,0%,0%
622,0156	,b2023021,商务策划,张慧彬,84.8,90,80,40,38,13.2%,71.1%,15.8%,0%,0%
622,0156	,b2023021,商务策划,张慧彬,83.8,88,77,38,36,0%,77.8%,22.2%,0%,0%
562,0156	,b2023021,商务策划,张慧彬,80.8,91,62,37,35,0%,68.6%,28.6%,2.9%,0%
562,0156	,b2023021,商务策划,张慧彬,85.1,92,73,41,40,0%,92.5%,7.5%,0%,0%
622,1299	,b2023037,广告学,陈青,82.4,95,66,38,36,19.4%,22.2%,33.3%,16.7%,8.3%
622,1303	,b2030003,财务分析,刘伟琴,74.1,93,49,83,78,2.6%,19.2%,19.2%,23.1%,35.9%
622,1303	,b2030003,财务分析,刘伟琴,82.5,93,65,31,31,16.1%,29%,32.3%,16.1%,6.5%
622,1303	,b2030003,财务分析,刘伟琴,75,75,75,1,1,0%,0%,100%,0%,0%
562,1303	,b2030003,财务分析,刘伟琴,80.4,93,62,41,41,4.9%,31.7%,46.3%,9.8%,7.3%
562,1303	,b2030003,财务分析,刘伟琴,73.8,94,30,83,82,7.3%,18.3%,31.7%,14.6%,28%
622,1308	,b2030007,财务管理,赵军红,69.7,87,45,32,32,0%,15.6%,12.5%,28.1%,43.8%
622,1309	,b2030009,财务会计Ⅱ,程立,66.6,92,33,101,97,1%,3.1%,11.3%,34%,50.5%
622,1309	,b2030009,财务会计Ⅱ,程立,55.4,77,38,8,8,0%,0%,0%,25%,75%
562,1309	,b2030009,财务会计Ⅱ,程立,68.5,92,37,99,98,2%,3.1%,16.3%,35.7%,42.9%
622,1311	,b2030012,参展实务,王胜英,79.3,95,55,91,87,10.3%,28.7%,36.8%,18.4%,5.7%
562,1311	,b2030012,参展实务,王胜英,82.3,93,63,76,71,4.2%,33.8%,45.1%,14.1%,2.8%
622,1315	,b2030031,高级商务英语,姚薇,79.2,93,28,83,77,1.3%,27.3%,46.8%,22.1%,2.6%
562,1315	,b2030031,高级商务英语,姚薇,78.3,90,63,87,84,0%,26.2%,41.7%,27.4%,4.8%
622,0366	,b1020003,通用英语III,吴小玲,69.9,90,50,37,36,0%,16.7%,16.7%,30.6%,36.1%
562,0366	,b1020003,通用英语III,吴小玲,61.7,86,30,49,49,0%,8.2%,6.1%,18.4%,67.3%
562,0366	,b1020003,通用英语III,吴小玲,68,90,29,49,48,0%,10.4%,18.8%,25%,45.8%
622,1318	,b2030033,公共关系学,徐爱萍,80.3,90,40,28,26,3.8%,53.8%,34.6%,3.8%,3.8%
562,1318	,b2030033,公共关系学,徐爱萍,84,91,71,29,29,17.2%,55.2%,24.1%,3.4%,0%
622,1319	,b2030037,管理学,陶仁泉,67.6,86,45,85,84,0%,4.8%,14.3%,36.9%,44%
602,1319	,b2030037,管理学,陶仁泉,63.9,84,6,68,68,0%,1.5%,17.6%,36.8%,44.1%
562,1319	,b2030037,管理学,陶仁泉,68.4,88,38,82,82,0%,3.7%,32.9%,24.4%,39%
561,1319	,b2030037,管理学,陶仁泉,65.5,83,45,90,83,0%,3.6%,7.2%,37.3%,51.8%
622,1321	,b2030037,管理学,肖智润,79.5,93,49,83,81,3.7%,27.2%,45.7%,23.5%,0%
622,1321	,b2030037,管理学,肖智润,86,90,82,2,2,50%,50%,0%,0%,0%
602,1321	,b2030037,管理学,肖智润,72.9,90,30,85,85,0%,18.8%,37.6%,24.7%,18.8%
562,1321	,b2030037,管理学,肖智润,81.3,95,32,83,82,11%,45.1%,26.8%,11%,6.1%
561,1321	,b2030037,管理学,肖智润,74.6,87,51,29,29,0%,17.2%,24.1%,41.4%,17.2%
622,1322	,b2030038,管理运筹学,陈志刚,81.4,99,50,20,19,26.3%,26.3%,21.1%,10.5%,15.8%
622,0889	,b1020003,通用英语III,解曦,71,90,52,48,48,0%,8.3%,29.2%,25%,37.5%
622,0889	,b1020003,通用英语III,解曦,74.1,91,42,47,47,2.1%,14.9%,36.2%,25.5%,21.3%
562,0889	,b1020003,通用英语III,解曦,71.4,91,42,49,49,2%,8.2%,24.5%,30.6%,34.7%
562,0889	,b1020003,通用英语III,解曦,74.3,91,53,48,46,2.2%,10.9%,43.5%,26.1%,17.4%
622,0796	,b2030040,国际货运代理,刘小卉,77.1,99,25,95,94,13.8%,18.1%,25.5%,19.1%,23.4%
622,1325	,b2030042,国际结算,张青,80.2,91,60,22,21,0%,33.3%,38.1%,14.3%,14.3%
622,1325	,b2030042,国际结算,张青,76.8,90,56,37,32,0%,15.6%,34.4%,21.9%,28.1%
622,1325	,b2030042,国际结算,张青,86,86,86,1,1,0%,100%,0%,0%,0%
562,1325	,b2030042,国际结算,张青,76.6,99,60,33,32,3.1%,18.8%,37.5%,37.5%,3.1%
562,1325	,b2030042,国际结算,张青,79.1,92,60,38,38,5.3%,28.9%,42.1%,15.8%,7.9%
622,0891	,b1020003,通用英语III,卢佼,71.4,89,55,51,51,0%,5.9%,21.6%,41.2%,31.4%
622,0891	,b1020003,通用英语III,卢佼,71.2,87,57,48,47,0%,10.6%,21.3%,31.9%,36.2%
562,0891	,b1020003,通用英语III,卢佼,71,85,42,53,53,0%,7.5%,26.4%,41.5%,24.5%
562,0891	,b1020003,通用英语III,卢佼,73.2,90,50,48,48,0%,12.5%,37.5%,25%,25%
622,1328	,b2030043,国际金融学,汪宇瀚,78.1,94,51,75,75,13.3%,18.7%,38.7%,21.3%,8%
622,1328	,b2030043,国际金融学,汪宇瀚,72.6,95,38,83,80,2.5%,28.8%,21.2%,15%,32.5%
622,1328	,b2030043,国际金融学,汪宇瀚,80,84,76,3,3,0%,33.3%,66.7%,0%,0%
562,1328	,b2030043,国际金融学,汪宇瀚,72.1,90,49,86,86,0%,16.3%,26.7%,29.1%,27.9%
562,1328	,b2030043,国际金融学,汪宇瀚,67.6,88,31,82,82,0%,7.3%,22%,25.6%,45.1%
622,1629	,g2062165,交换技术,外教计应,91.8,97,77,41,41,80.5%,17.1%,2.4%,0%,0%
562,1629	,g2062165,交换技术,外教计应,80.4,99,71,41,41,43.9%,0%,56.1%,0%,0%
561,1629	,g2062165,交换技术,外教计应,86.9,100,0,38,38,50%,42.1%,5.3%,0%,2.6%
622,1630	,g2062166,路由技术,外教计应,91.4,97,77,41,41,75.6%,22%,2.4%,0%,0%
562,1630	,g2062166,路由技术,外教计应,80.4,99,71,41,41,43.9%,0%,56.1%,0%,0%
561,1630	,g2062166,路由技术,外教计应,86.9,100,0,38,38,50%,42.1%,5.3%,0%,2.6%
622,1632	,g2062173,企业网络规划与设计,外教计应,91.9,97,81,41,41,82.9%,17.1%,0%,0%,0%
562,1632	,g2062173,企业网络规划与设计,外教计应,81.5,97,74,41,41,43.9%,0%,56.1%,0%,0%
561,1632	,g2062173,企业网络规划与设计,外教计应,97.4,100,0,38,38,97.4%,0%,0%,0%,2.6%
622,1634	,g2062184,餐饮服务,外教酒,92.8,94,90,37,37,100%,0%,0%,0%,0%
622,1635	,g2062186,人员管理,外教酒,88.4,95,47,39,39,89.7%,7.7%,0%,2.6%,0%
622,1636	,g2062187,优质客户服务,外教酒,91.1,94,61,37,37,86.5%,8.1%,2.7%,0%,2.7%
622,1637	,g2062189,商务公关技能,外教会,88.5,100,0,38,38,76.3%,18.4%,0%,0%,5.3%
562,1637	,g2062189,商务公关技能,外教会,77.8,85,72,36,36,0%,30.6%,69.4%,0%,0%
622,1638	,g2062195,展示设计,费洁,76.3,90,62,35,34,2.9%,20.6%,52.9%,17.6%,5.9%
562,1638	,g2062195,展示设计,费洁,74.7,85,20,37,37,0%,21.6%,56.8%,18.9%,2.7%
622,1639	,g2062196,节事活动策划与管理,费洁,72.4,84,56,37,36,0%,19.4%,33.3%,41.7%,5.6%
622,1640	,g2062198,商务文件设计与制作,外教会,84.8,99,14,37,37,51.4%,16.2%,27%,2.7%,2.7%
562,1640	,g2062198,商务文件设计与制作,外教会,74.8,89,61,37,37,0%,16.2%,73%,10.8%,0%
622,1641	,g2062199,采购管理,外教会,80.5,99,0,37,38,44.7%,13.2%,36.8%,0%,5.3%
562,1641	,g2062199,采购管理,外教会,78.3,86,0,37,37,0%,73%,18.9%,5.4%,2.7%
622,1642	,g2062206,国际结算,岑健,82.7,96,60,35,35,20%,37.1%,22.9%,14.3%,5.7%
562,1642	,g2062206,国际结算,岑健,78.6,96,60,34,34,11.8%,20.6%,47.1%,11.8%,8.8%
622,1643	,g2062207,国际贸易实务,岑健,84.5,96,66,35,35,28.6%,34.3%,25.7%,11.4%,0%
562,1643	,g2062207,国际贸易实务,岑健,79.4,94,61,34,34,11.8%,29.4%,32.4%,26.5%,0%
622,1670	,g2063065,文学导论,易乐湘,83.2,95,68,60,60,16.7%,66.7%,13.3%,3.3%,0%
622,0358	,b1020066,大学物理C,物理实验课程组,74.9,90,18,77,77,1.3%,36.4%,49.4%,9.1%,3.9%
622,0358	,b1020066,大学物理C,物理实验课程组,74.9,90,0,79,78,1.3%,41%,35.9%,16.7%,5.1%
622,0358	,b1020066,大学物理C,物理实验课程组,74,87,0,78,77,0%,61%,23.4%,6.5%,9.1%
622,0358	,b1020066,大学物理C,物理实验课程组,81.8,91,0,80,80,2.5%,77.5%,18.8%,0%,1.2%
622,0358	,b1020066,大学物理C,物理实验课程组,79.8,91,30,80,80,1.2%,57.5%,36.2%,2.5%,2.5%
